system:index,status,system:asset_size,system:band_names,system:bands,system:footprint,system:id,system:time_end,system:time_start,system:version,.geo
20230624010000,provisional,16040174,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624010000,1.687570199E12,1.6875684E12,1687640797559112,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624013000,provisional,15899309,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624013000,1.687571999E12,1.6875702E12,1687641118722021,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624020000,provisional,15724520,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624020000,1.687573799E12,1.687572E12,1687641391785230,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624023000,provisional,15451086,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624023000,1.687575599E12,1.6875738E12,1687640531713657,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624030000,provisional,15440003,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624030000,1.687577399E12,1.6875756E12,1687728787127397,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624033000,provisional,15279411,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624033000,1.687579199E12,1.6875774E12,1687728794612280,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624040000,provisional,15650600,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624040000,1.687580999E12,1.6875792E12,1687728832363861,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624043000,provisional,15448229,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624043000,1.687582799E12,1.687581E12,1687728916106915,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624050000,provisional,16019689,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624050000,1.687584599E12,1.6875828E12,1687728894406230,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624053000,provisional,15808195,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624053000,1.687586399E12,1.6875846E12,1687728778593360,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624060000,provisional,15893641,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624060000,1.687588199E12,1.6875864E12,1687729006759762,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624063000,provisional,16087821,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624063000,1.687589999E12,1.6875882E12,1687728818116155,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624070000,provisional,15928563,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624070000,1.687591799E12,1.68759E12,1687728803207157,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624073000,provisional,15824876,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624073000,1.687593599E12,1.6875918E12,1687728778496016,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624080000,provisional,16187506,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624080000,1.687595399E12,1.6875936E12,1687728861090387,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624083000,provisional,16094318,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624083000,1.687597199E12,1.6875954E12,1687728836849364,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624090000,provisional,16300312,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624090000,1.687598999E12,1.6875972E12,1687728844827888,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624093000,provisional,16335234,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624093000,1.687600799E12,1.687599E12,1687728840259590,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624100000,provisional,16753379,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624100000,1.687602599E12,1.6876008E12,1687728990615757,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624103000,provisional,16252956,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624103000,1.687604399E12,1.6876026E12,1687728882287906,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624110000,provisional,15917279,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624110000,1.687606199E12,1.6876044E12,1687728779270722,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624113000,provisional,16025130,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624113000,1.687607999E12,1.6876062E12,1687728985055089,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624120000,provisional,15780234,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624120000,1.687609799E12,1.687608E12,1687728901650860,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624123000,provisional,15882324,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624123000,1.687611599E12,1.6876098E12,1687728798180230,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624130000,provisional,16121291,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624130000,1.687613399E12,1.6876116E12,1687728789109729,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624133000,provisional,15999059,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624133000,1.687615199E12,1.6876134E12,1687728804745687,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624140000,provisional,15986593,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624140000,1.687616999E12,1.6876152E12,1687728979447929,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624143000,provisional,15851698,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624143000,1.687618799E12,1.687617E12,1687729223247714,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624150000,provisional,15751263,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624150000,1.687620599E12,1.6876188E12,1687728850980405,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624153000,provisional,15330621,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624153000,1.687622399E12,1.6876206E12,1687728873991924,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624160000,provisional,15633328,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624160000,1.687624199E12,1.6876224E12,1687729132058455,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624163000,provisional,15865707,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624163000,1.687625999E12,1.6876242E12,1687729021960076,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624170000,provisional,15738247,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624170000,1.687627799E12,1.687626E12,1687728901394885,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624173000,provisional,15912975,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624173000,1.687629599E12,1.6876278E12,1687728796505306,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624180000,provisional,16470387,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624180000,1.687631399E12,1.6876296E12,1687729033030448,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624183000,provisional,15959553,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624183000,1.687633199E12,1.6876314E12,1687728818114727,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624190000,provisional,15667159,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624190000,1.687634999E12,1.6876332E12,1687728822450403,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624193000,provisional,15833253,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624193000,1.687636799E12,1.687635E12,1687728874662067,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624200000,provisional,15538660,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624200000,1.687638599E12,1.6876368E12,1687729090188661,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624203000,provisional,15713715,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624203000,1.687640399E12,1.6876386E12,1687728970516612,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624210000,provisional,16172235,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624210000,1.687642199E12,1.6876404E12,1687729101116537,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624213000,provisional,16287518,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624213000,1.687643999E12,1.6876422E12,1687728794503548,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624220000,provisional,16412683,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624220000,1.687645799E12,1.687644E12,1687728776508146,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624223000,provisional,16411660,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624223000,1.687647599E12,1.6876458E12,1687728788513139,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624230000,provisional,16408384,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624230000,1.687649399E12,1.6876476E12,1687728821817132,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230624233000,provisional,16099687,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230624233000,1.687651199E12,1.6876494E12,1687729097351478,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230625000000,provisional,15942512,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230625000000,1.687652999E12,1.6876512E12,1687729048776702,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230625003000,provisional,15880672,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230625003000,1.687654799E12,1.687653E12,1687728858992306,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
20230625010000,provisional,15855763,"[HQobservationTime, HQprecipSource, HQprecipitation, IRkalmanFilterWeight, IRprecipitation, precipitationCal, precipitationUncal, probabilityLiquidPrecipitation, randomError]",<Element>,"LinearRing(-180.0,-90.0, 180.0,-90.0, 180.0,90.0, -180.0,90.0, -180.0,-90.0)",NASA/GPM_L3/IMERG_V06/20230625010000,1.687656599E12,1.6876548E12,1687729055547922,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
