system:index,occurrence,.geo
1229,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.35016159267482,22.591865827614484]}"
1230,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.35043108726003,22.591865827614484]}"
1231,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3507005818453,22.591865827614484]}"
1232,84,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.35097007643051,22.591865827614484]}"
1233,23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44259823541071,22.591865827614484]}"
1234,63,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44286772999592,22.591865827614484]}"
1235,67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44313722458119,22.591865827614484]}"
1236,67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4434067191664,22.591865827614484]}"
1237,70,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44367621375167,22.591865827614484]}"
1238,75,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44394570833688,22.591865827614484]}"
1239,45,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44421520292215,22.591865827614484]}"
1240,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44448469750736,22.591865827614484]}"
1241,44,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44475419209257,22.591865827614484]}"
1242,70,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44502368667784,22.591865827614484]}"
1243,66,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44529318126305,22.591865827614484]}"
1244,64,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44556267584832,22.591865827614484]}"
1245,64,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44583217043353,22.591865827614484]}"
1246,64,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4461016650188,22.591865827614484]}"
1247,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44637115960401,22.591865827614484]}"
1248,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4471796433597,22.591865827614484]}"
1249,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44744913794497,22.591865827614484]}"
1250,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34827513057817,22.591596333029244]}"
1251,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34854462516338,22.591596333029244]}"
1252,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34881411974865,22.591596333029244]}"
1253,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34908361433386,22.591596333029244]}"
1254,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34935310891913,22.591596333029244]}"
1255,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34962260350434,22.591596333029244]}"
1256,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34989209808955,22.591596333029244]}"
1257,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.35016159267482,22.591596333029244]}"
1258,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.35043108726003,22.591596333029244]}"
1259,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3507005818453,22.591596333029244]}"
1260,66,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.35097007643051,22.591596333029244]}"
1261,26,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44259823541071,22.591596333029244]}"
1262,69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44286772999592,22.591596333029244]}"
1263,72,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44313722458119,22.591596333029244]}"
1264,72,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4434067191664,22.591596333029244]}"
1265,73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44367621375167,22.591596333029244]}"
1266,75,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44394570833688,22.591596333029244]}"
1267,47,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44421520292215,22.591596333029244]}"
1268,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44448469750736,22.591596333029244]}"
1269,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44475419209257,22.591596333029244]}"
1270,73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44502368667784,22.591596333029244]}"
1271,72,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44529318126305,22.591596333029244]}"
1272,70,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44556267584832,22.591596333029244]}"
1273,68,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44583217043353,22.591596333029244]}"
1274,68,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4461016650188,22.591596333029244]}"
1275,38,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44637115960401,22.591596333029244]}"
1276,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44744913794497,22.591596333029244]}"
1277,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3480056359929,22.59132683844401]}"
1278,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34827513057817,22.59132683844401]}"
1279,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34854462516338,22.59132683844401]}"
1280,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34881411974865,22.59132683844401]}"
1281,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34908361433386,22.59132683844401]}"
1282,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34935310891913,22.59132683844401]}"
1283,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34962260350434,22.59132683844401]}"
1284,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34989209808955,22.59132683844401]}"
1285,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.35016159267482,22.59132683844401]}"
1286,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.35043108726003,22.59132683844401]}"
1287,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3507005818453,22.59132683844401]}"
1288,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.35097007643051,22.59132683844401]}"
1289,27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44259823541071,22.59132683844401]}"
1290,69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44286772999592,22.59132683844401]}"
1291,71,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44313722458119,22.59132683844401]}"
1292,73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4434067191664,22.59132683844401]}"
1293,73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44367621375167,22.59132683844401]}"
1294,74,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44394570833688,22.59132683844401]}"
1295,44,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44421520292215,22.59132683844401]}"
1296,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44448469750736,22.59132683844401]}"
1297,56,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44475419209257,22.59132683844401]}"
1298,74,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44502368667784,22.59132683844401]}"
1299,73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44529318126305,22.59132683844401]}"
1300,73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44556267584832,22.59132683844401]}"
1301,69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44583217043353,22.59132683844401]}"
1302,65,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4461016650188,22.59132683844401]}"
1303,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44637115960401,22.59132683844401]}"
1304,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.46766123183764,22.59132683844401]}"
1305,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3477361414077,22.591057343858772]}"
1306,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3480056359929,22.591057343858772]}"
1307,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34827513057817,22.591057343858772]}"
1308,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34854462516338,22.591057343858772]}"
1309,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34881411974865,22.591057343858772]}"
1310,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34908361433386,22.591057343858772]}"
1311,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34935310891913,22.591057343858772]}"
1312,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34962260350434,22.591057343858772]}"
1313,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34989209808955,22.591057343858772]}"
1314,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.35016159267482,22.591057343858772]}"
1315,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.35043108726003,22.591057343858772]}"
1316,95,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3507005818453,22.591057343858772]}"
1317,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44259823541071,22.591057343858772]}"
1318,70,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44286772999592,22.591057343858772]}"
1319,73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44313722458119,22.591057343858772]}"
1320,73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4434067191664,22.591057343858772]}"
1321,73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44367621375167,22.591057343858772]}"
1322,76,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44394570833688,22.591057343858772]}"
1323,44,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44421520292215,22.591057343858772]}"
1324,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44448469750736,22.591057343858772]}"
1325,56,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44475419209257,22.591057343858772]}"
1326,75,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44502368667784,22.591057343858772]}"
1327,74,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44529318126305,22.591057343858772]}"
1328,73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44556267584832,22.591057343858772]}"
1329,73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44583217043353,22.591057343858772]}"
1330,68,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4461016650188,22.591057343858772]}"
1331,38,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44637115960401,22.591057343858772]}"
1332,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34746664682248,22.59078784927354]}"
1333,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3477361414077,22.59078784927354]}"
1334,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3480056359929,22.59078784927354]}"
1335,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34827513057817,22.59078784927354]}"
1336,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34854462516338,22.59078784927354]}"
1337,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34881411974865,22.59078784927354]}"
1338,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34908361433386,22.59078784927354]}"
1339,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34935310891913,22.59078784927354]}"
1340,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34962260350434,22.59078784927354]}"
1341,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34989209808955,22.59078784927354]}"
1342,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.35016159267482,22.59078784927354]}"
1343,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.35043108726003,22.59078784927354]}"
1344,38,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3507005818453,22.59078784927354]}"
1345,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44259823541071,22.59078784927354]}"
1346,68,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44286772999592,22.59078784927354]}"
1347,72,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44313722458119,22.59078784927354]}"
1348,73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4434067191664,22.59078784927354]}"
1349,73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44367621375167,22.59078784927354]}"
1350,75,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44394570833688,22.59078784927354]}"
1351,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44421520292215,22.59078784927354]}"
1352,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44448469750736,22.59078784927354]}"
1353,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44475419209257,22.59078784927354]}"
1354,75,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44502368667784,22.59078784927354]}"
1355,74,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44529318126305,22.59078784927354]}"
1356,74,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44556267584832,22.59078784927354]}"
1357,72,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44583217043353,22.59078784927354]}"
1358,67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4461016650188,22.59078784927354]}"
1359,33,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44637115960401,22.59078784927354]}"
1360,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44664065418922,22.59078784927354]}"
1361,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44691014877449,22.59078784927354]}"
1362,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.46712224266716,22.59078784927354]}"
1363,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34719715223721,22.5905183546883]}"
1364,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34746664682248,22.5905183546883]}"
1365,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3477361414077,22.5905183546883]}"
1366,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3480056359929,22.5905183546883]}"
1367,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34827513057817,22.5905183546883]}"
1368,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34854462516338,22.5905183546883]}"
1369,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34881411974865,22.5905183546883]}"
1370,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34908361433386,22.5905183546883]}"
1371,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34935310891913,22.5905183546883]}"
1372,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34962260350434,22.5905183546883]}"
1373,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34989209808955,22.5905183546883]}"
1374,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.35016159267482,22.5905183546883]}"
1375,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.35043108726003,22.5905183546883]}"
1376,26,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3507005818453,22.5905183546883]}"
1377,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44259823541071,22.5905183546883]}"
1378,66,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44286772999592,22.5905183546883]}"
1379,68,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44313722458119,22.5905183546883]}"
1380,69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4434067191664,22.5905183546883]}"
1381,69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44367621375167,22.5905183546883]}"
1382,70,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44394570833688,22.5905183546883]}"
1383,39,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44421520292215,22.5905183546883]}"
1384,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44448469750736,22.5905183546883]}"
1385,44,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44475419209257,22.5905183546883]}"
1386,65,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44502368667784,22.5905183546883]}"
1387,66,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44529318126305,22.5905183546883]}"
1388,65,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44556267584832,22.5905183546883]}"
1389,65,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44583217043353,22.5905183546883]}"
1390,62,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4461016650188,22.5905183546883]}"
1391,26,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44637115960401,22.5905183546883]}"
1392,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44664065418922,22.5905183546883]}"
1393,23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44691014877449,22.5905183546883]}"
1394,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.346927657652,22.590248860103067]}"
1395,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34719715223721,22.590248860103067]}"
1396,95,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34746664682248,22.590248860103067]}"
1397,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3477361414077,22.590248860103067]}"
1398,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3480056359929,22.590248860103067]}"
1399,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34827513057817,22.590248860103067]}"
1400,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34854462516338,22.590248860103067]}"
1401,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34881411974865,22.590248860103067]}"
1402,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34908361433386,22.590248860103067]}"
1403,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34935310891913,22.590248860103067]}"
1404,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34962260350434,22.590248860103067]}"
1405,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34989209808955,22.590248860103067]}"
1406,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.35016159267482,22.590248860103067]}"
1407,93,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.35043108726003,22.590248860103067]}"
1408,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44286772999592,22.590248860103067]}"
1409,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44313722458119,22.590248860103067]}"
1410,15,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4434067191664,22.590248860103067]}"
1411,15,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44367621375167,22.590248860103067]}"
1412,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44394570833688,22.590248860103067]}"
1413,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44421520292215,22.590248860103067]}"
1414,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44475419209257,22.590248860103067]}"
1415,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44502368667784,22.590248860103067]}"
1416,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44529318126305,22.590248860103067]}"
1417,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44556267584832,22.590248860103067]}"
1418,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44583217043353,22.590248860103067]}"
1419,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4461016650188,22.590248860103067]}"
1420,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34665816306673,22.589979365517827]}"
1421,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.346927657652,22.589979365517827]}"
1422,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34719715223721,22.589979365517827]}"
1423,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34746664682248,22.589979365517827]}"
1424,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3477361414077,22.589979365517827]}"
1425,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3480056359929,22.589979365517827]}"
1426,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34827513057817,22.589979365517827]}"
1427,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34854462516338,22.589979365517827]}"
1428,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34881411974865,22.589979365517827]}"
1429,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34908361433386,22.589979365517827]}"
1430,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34935310891913,22.589979365517827]}"
1431,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34962260350434,22.589979365517827]}"
1432,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34989209808955,22.589979365517827]}"
1433,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.35016159267482,22.589979365517827]}"
1434,26,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.35043108726003,22.589979365517827]}"
1435,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44286772999592,22.589979365517827]}"
1436,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44313722458119,22.589979365517827]}"
1437,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4434067191664,22.589979365517827]}"
1438,17,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44367621375167,22.589979365517827]}"
1439,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44394570833688,22.589979365517827]}"
1440,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44421520292215,22.589979365517827]}"
1441,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44448469750736,22.589979365517827]}"
1442,25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44475419209257,22.589979365517827]}"
1443,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44502368667784,22.589979365517827]}"
1444,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44556267584832,22.589979365517827]}"
1445,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34638866848152,22.589709870932595]}"
1446,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34665816306673,22.589709870932595]}"
1447,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.346927657652,22.589709870932595]}"
1448,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34719715223721,22.589709870932595]}"
1449,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34746664682248,22.589709870932595]}"
1450,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3477361414077,22.589709870932595]}"
1451,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3480056359929,22.589709870932595]}"
1452,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34827513057817,22.589709870932595]}"
1453,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34854462516338,22.589709870932595]}"
1454,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34881411974865,22.589709870932595]}"
1455,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34908361433386,22.589709870932595]}"
1456,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34935310891913,22.589709870932595]}"
1457,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34962260350434,22.589709870932595]}"
1458,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34989209808955,22.589709870932595]}"
1459,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.35016159267482,22.589709870932595]}"
1460,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44259823541071,22.589709870932595]}"
1461,69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44286772999592,22.589709870932595]}"
1462,74,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44313722458119,22.589709870932595]}"
1463,75,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4434067191664,22.589709870932595]}"
1464,75,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44367621375167,22.589709870932595]}"
1465,65,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44394570833688,22.589709870932595]}"
1466,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44421520292215,22.589709870932595]}"
1467,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44448469750736,22.589709870932595]}"
1468,75,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44475419209257,22.589709870932595]}"
1469,74,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44502368667784,22.589709870932595]}"
1470,73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44529318126305,22.589709870932595]}"
1471,71,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44556267584832,22.589709870932595]}"
1472,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44583217043353,22.589709870932595]}"
1473,14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.45149155672348,22.589709870932595]}"
1474,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34611917389626,22.589440376347362]}"
1475,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34638866848152,22.589440376347362]}"
1476,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34665816306673,22.589440376347362]}"
1477,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.346927657652,22.589440376347362]}"
1478,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34719715223721,22.589440376347362]}"
1479,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34746664682248,22.589440376347362]}"
1480,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3477361414077,22.589440376347362]}"
1481,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3480056359929,22.589440376347362]}"
1482,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34827513057817,22.589440376347362]}"
1483,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34854462516338,22.589440376347362]}"
1484,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34881411974865,22.589440376347362]}"
1485,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34908361433386,22.589440376347362]}"
1486,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34935310891913,22.589440376347362]}"
1487,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34962260350434,22.589440376347362]}"
1488,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34989209808955,22.589440376347362]}"
1489,94,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.35016159267482,22.589440376347362]}"
1490,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44259823541071,22.589440376347362]}"
1491,69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44286772999592,22.589440376347362]}"
1492,74,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44313722458119,22.589440376347362]}"
1493,77,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4434067191664,22.589440376347362]}"
1494,77,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44367621375167,22.589440376347362]}"
1495,69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44394570833688,22.589440376347362]}"
1496,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44421520292215,22.589440376347362]}"
1497,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.44448469750736,22.589440376347362]}"
