system:index,occurrence,.geo
7516,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32024769371364,22.55548405860764]}"
7517,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32105617746933,22.55548405860764]}"
7518,47,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3213256720546,22.55548405860764]}"
7519,87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32159516663981,22.55548405860764]}"
7520,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32186466122508,22.55548405860764]}"
7521,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32213415581029,22.55548405860764]}"
7522,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3224036503955,22.55548405860764]}"
7523,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32267314498077,22.55548405860764]}"
7524,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32294263956598,22.55548405860764]}"
7525,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32321213415125,22.55548405860764]}"
7526,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32348162873646,22.55548405860764]}"
7527,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32375112332173,22.55548405860764]}"
7528,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32402061790694,22.55548405860764]}"
7529,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32429011249215,22.55548405860764]}"
7530,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32455960707742,22.55548405860764]}"
7531,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32482910166263,22.55548405860764]}"
7532,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3250985962479,22.55548405860764]}"
7533,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32536809083311,22.55548405860764]}"
7534,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32563758541838,22.55548405860764]}"
7535,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32590708000359,22.55548405860764]}"
7536,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3261765745888,22.55548405860764]}"
7537,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32644606917407,22.55548405860764]}"
7538,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32671556375928,22.55548405860764]}"
7539,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32698505834455,22.55548405860764]}"
7540,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32725455292976,22.55548405860764]}"
7541,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32752404751503,22.55548405860764]}"
7542,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32779354210024,22.55548405860764]}"
7543,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32806303668545,22.55548405860764]}"
7544,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32833253127072,22.55548405860764]}"
7545,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32860202585593,22.55548405860764]}"
7546,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3288715204412,22.55548405860764]}"
7547,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32914101502641,22.55548405860764]}"
7548,94,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32941050961168,22.55548405860764]}"
7549,68,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32968000419689,22.55548405860764]}"
7550,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3299494987821,22.55548405860764]}"
7551,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.33183596087875,22.55548405860764]}"
7552,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3989401126025,22.55548405860764]}"
7553,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.39920960718771,22.55548405860764]}"
7554,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.39947910177298,22.55548405860764]}"
7555,49,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3997485963582,22.55548405860764]}"
7556,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40001809094346,22.55548405860764]}"
7557,59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40028758552867,22.55548405860764]}"
7558,59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40055708011394,22.55548405860764]}"
7559,61,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40082657469915,22.55548405860764]}"
7560,59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40109606928436,22.55548405860764]}"
7561,22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40136556386963,22.55548405860764]}"
7562,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40163505845484,22.55548405860764]}"
7563,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40190455304011,22.55548405860764]}"
7564,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40217404762532,22.55548405860764]}"
7565,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40298253138107,22.55548405860764]}"
7566,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40325202596628,22.55548405860764]}"
7567,19,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4035215205515,22.55548405860764]}"
7568,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40379101513676,22.55548405860764]}"
7569,58,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40998939059719,22.55548405860764]}"
7570,60,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4102588851824,22.55548405860764]}"
7571,39,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41052837976767,22.55548405860764]}"
7572,35,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41079787435288,22.55548405860764]}"
7573,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41106736893809,22.55548405860764]}"
7574,36,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41133686352336,22.55548405860764]}"
7575,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.31189336157135,22.555214564022407]}"
7576,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.31997819912837,22.555214564022407]}"
7577,19,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32051718829885,22.555214564022407]}"
7578,19,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32078668288412,22.555214564022407]}"
7579,75,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32105617746933,22.555214564022407]}"
7580,93,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3213256720546,22.555214564022407]}"
7581,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32159516663981,22.555214564022407]}"
7582,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32186466122508,22.555214564022407]}"
7583,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32213415581029,22.555214564022407]}"
7584,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3224036503955,22.555214564022407]}"
7585,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32267314498077,22.555214564022407]}"
7586,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32294263956598,22.555214564022407]}"
7587,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32321213415125,22.555214564022407]}"
7588,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32348162873646,22.555214564022407]}"
7589,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32375112332173,22.555214564022407]}"
7590,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32402061790694,22.555214564022407]}"
7591,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32429011249215,22.555214564022407]}"
7592,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32455960707742,22.555214564022407]}"
7593,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32482910166263,22.555214564022407]}"
7594,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3250985962479,22.555214564022407]}"
7595,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32536809083311,22.555214564022407]}"
7596,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32563758541838,22.555214564022407]}"
7597,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32590708000359,22.555214564022407]}"
7598,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3261765745888,22.555214564022407]}"
7599,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32644606917407,22.555214564022407]}"
7600,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32671556375928,22.555214564022407]}"
7601,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32698505834455,22.555214564022407]}"
7602,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32725455292976,22.555214564022407]}"
7603,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32752404751503,22.555214564022407]}"
7604,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32779354210024,22.555214564022407]}"
7605,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32806303668545,22.555214564022407]}"
7606,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32833253127072,22.555214564022407]}"
7607,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32860202585593,22.555214564022407]}"
7608,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3288715204412,22.555214564022407]}"
7609,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32914101502641,22.555214564022407]}"
7610,88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32941050961168,22.555214564022407]}"
7611,18,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32968000419689,22.555214564022407]}"
7612,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3989401126025,22.555214564022407]}"
7613,33,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.39947910177298,22.555214564022407]}"
7614,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3997485963582,22.555214564022407]}"
7615,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40001809094346,22.555214564022407]}"
7616,58,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40028758552867,22.555214564022407]}"
7617,58,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40055708011394,22.555214564022407]}"
7618,60,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40082657469915,22.555214564022407]}"
7619,60,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40109606928436,22.555214564022407]}"
7620,59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40136556386963,22.555214564022407]}"
7621,56,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40163505845484,22.555214564022407]}"
7622,51,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40190455304011,22.555214564022407]}"
7623,51,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40217404762532,22.555214564022407]}"
7624,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4027130367958,22.555214564022407]}"
7625,52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40998939059719,22.555214564022407]}"
7626,51,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4102588851824,22.555214564022407]}"
7627,35,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41052837976767,22.555214564022407]}"
7628,36,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41079787435288,22.555214564022407]}"
7629,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41106736893809,22.555214564022407]}"
7630,18,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41133686352336,22.555214564022407]}"
7631,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.31916971537268,22.554945069437167]}"
7632,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.31943920995795,22.554945069437167]}"
7633,23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32024769371364,22.554945069437167]}"
7634,74,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32051718829885,22.554945069437167]}"
7635,74,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32078668288412,22.554945069437167]}"
7636,93,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32105617746933,22.554945069437167]}"
7637,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3213256720546,22.554945069437167]}"
7638,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32159516663981,22.554945069437167]}"
7639,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32186466122508,22.554945069437167]}"
7640,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32213415581029,22.554945069437167]}"
7641,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3224036503955,22.554945069437167]}"
7642,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32267314498077,22.554945069437167]}"
7643,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32294263956598,22.554945069437167]}"
7644,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32321213415125,22.554945069437167]}"
7645,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32348162873646,22.554945069437167]}"
7646,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32375112332173,22.554945069437167]}"
7647,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32402061790694,22.554945069437167]}"
7648,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32429011249215,22.554945069437167]}"
7649,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32455960707742,22.554945069437167]}"
7650,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32482910166263,22.554945069437167]}"
7651,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3250985962479,22.554945069437167]}"
7652,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32536809083311,22.554945069437167]}"
7653,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32563758541838,22.554945069437167]}"
7654,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32590708000359,22.554945069437167]}"
7655,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3261765745888,22.554945069437167]}"
7656,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32644606917407,22.554945069437167]}"
7657,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32671556375928,22.554945069437167]}"
7658,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32698505834455,22.554945069437167]}"
7659,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32725455292976,22.554945069437167]}"
7660,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32752404751503,22.554945069437167]}"
7661,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32779354210024,22.554945069437167]}"
7662,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32806303668545,22.554945069437167]}"
7663,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32833253127072,22.554945069437167]}"
7664,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32860202585593,22.554945069437167]}"
7665,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3288715204412,22.554945069437167]}"
7666,94,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32914101502641,22.554945069437167]}"
7667,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32941050961168,22.554945069437167]}"
7668,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.38330942665883,22.554945069437167]}"
7669,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.38357892124404,22.554945069437167]}"
7670,19,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.39813162884681,22.554945069437167]}"
7671,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.39920960718771,22.554945069437167]}"
7672,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.39947910177298,22.554945069437167]}"
7673,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3997485963582,22.554945069437167]}"
7674,15,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40001809094346,22.554945069437167]}"
7675,25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40028758552867,22.554945069437167]}"
7676,59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40055708011394,22.554945069437167]}"
7677,60,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40082657469915,22.554945069437167]}"
7678,60,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40109606928436,22.554945069437167]}"
7679,59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40136556386963,22.554945069437167]}"
7680,57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40163505845484,22.554945069437167]}"
7681,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40190455304011,22.554945069437167]}"
7682,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40217404762532,22.554945069437167]}"
7683,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40244354221059,22.554945069437167]}"
7684,11,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4027130367958,22.554945069437167]}"
7685,30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40675545557437,22.554945069437167]}"
7686,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40998939059719,22.554945069437167]}"
7687,41,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4102588851824,22.554945069437167]}"
7688,35,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41052837976767,22.554945069437167]}"
7689,33,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41079787435288,22.554945069437167]}"
7690,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41106736893809,22.554945069437167]}"
7691,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.31916971537268,22.554675574851935]}"
7692,26,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.31997819912837,22.554675574851935]}"
7693,79,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32024769371364,22.554675574851935]}"
7694,93,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32051718829885,22.554675574851935]}"
7695,93,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32078668288412,22.554675574851935]}"
7696,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32105617746933,22.554675574851935]}"
7697,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3213256720546,22.554675574851935]}"
7698,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32159516663981,22.554675574851935]}"
7699,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32186466122508,22.554675574851935]}"
7700,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32213415581029,22.554675574851935]}"
7701,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3224036503955,22.554675574851935]}"
7702,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32267314498077,22.554675574851935]}"
7703,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32294263956598,22.554675574851935]}"
7704,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32321213415125,22.554675574851935]}"
7705,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32348162873646,22.554675574851935]}"
7706,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32375112332173,22.554675574851935]}"
7707,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32402061790694,22.554675574851935]}"
7708,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32429011249215,22.554675574851935]}"
7709,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32455960707742,22.554675574851935]}"
7710,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32482910166263,22.554675574851935]}"
7711,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3250985962479,22.554675574851935]}"
7712,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32536809083311,22.554675574851935]}"
7713,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32563758541838,22.554675574851935]}"
7714,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32590708000359,22.554675574851935]}"
7715,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3261765745888,22.554675574851935]}"
7716,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32644606917407,22.554675574851935]}"
7717,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32671556375928,22.554675574851935]}"
7718,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32698505834455,22.554675574851935]}"
7719,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32725455292976,22.554675574851935]}"
7720,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32752404751503,22.554675574851935]}"
7721,90,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32779354210024,22.554675574851935]}"
7722,90,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32806303668545,22.554675574851935]}"
7723,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32833253127072,22.554675574851935]}"
7724,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32860202585593,22.554675574851935]}"
7725,93,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3288715204412,22.554675574851935]}"
7726,16,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32914101502641,22.554675574851935]}"
7727,13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.39813162884681,22.554675574851935]}"
7728,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.39840112343202,22.554675574851935]}"
7729,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.39867061801729,22.554675574851935]}"
7730,25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3989401126025,22.554675574851935]}"
7731,18,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.39920960718771,22.554675574851935]}"
7732,18,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40055708011394,22.554675574851935]}"
7733,58,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40082657469915,22.554675574851935]}"
7734,59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40109606928436,22.554675574851935]}"
7735,58,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40136556386963,22.554675574851935]}"
7736,22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40163505845484,22.554675574851935]}"
7737,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40190455304011,22.554675574851935]}"
7738,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40217404762532,22.554675574851935]}"
7739,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40244354221059,22.554675574851935]}"
7740,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4027130367958,22.554675574851935]}"
7741,30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40675545557437,22.554675574851935]}"
7742,12,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40702495015958,22.554675574851935]}"
7743,24,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.40998939059719,22.554675574851935]}"
7744,32,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.4102588851824,22.554675574851935]}"
7745,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41052837976767,22.554675574851935]}"
7746,30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.41187585269384,22.554675574851935]}"
7747,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.31890022078747,22.554406080266695]}"
7748,40,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.31970870454316,22.554406080266695]}"
7749,83,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.31997819912837,22.554406080266695]}"
7750,94,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32024769371364,22.554406080266695]}"
7751,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32051718829885,22.554406080266695]}"
7752,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32078668288412,22.554406080266695]}"
7753,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32105617746933,22.554406080266695]}"
7754,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3213256720546,22.554406080266695]}"
7755,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32159516663981,22.554406080266695]}"
7756,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32186466122508,22.554406080266695]}"
7757,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32213415581029,22.554406080266695]}"
7758,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3224036503955,22.554406080266695]}"
7759,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32267314498077,22.554406080266695]}"
7760,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32294263956598,22.554406080266695]}"
7761,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32321213415125,22.554406080266695]}"
7762,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32348162873646,22.554406080266695]}"
7763,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32375112332173,22.554406080266695]}"
7764,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32402061790694,22.554406080266695]}"
7765,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32429011249215,22.554406080266695]}"
7766,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32455960707742,22.554406080266695]}"
7767,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32482910166263,22.554406080266695]}"
7768,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3250985962479,22.554406080266695]}"
7769,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32536809083311,22.554406080266695]}"
7770,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32563758541838,22.554406080266695]}"
7771,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32590708000359,22.554406080266695]}"
7772,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3261765745888,22.554406080266695]}"
7773,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32644606917407,22.554406080266695]}"
7774,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32671556375928,22.554406080266695]}"
7775,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32698505834455,22.554406080266695]}"
7776,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32725455292976,22.554406080266695]}"
7777,99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32752404751503,22.554406080266695]}"
7778,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32779354210024,22.554406080266695]}"
7779,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32806303668545,22.554406080266695]}"
7780,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32833253127072,22.554406080266695]}"
7781,98,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.32860202585593,22.554406080266695]}"
7782,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.3288715204412,22.554406080266695]}"
7783,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.34854462516338,22.554406080266695]}"
